27 70 10
1 61 35
42 46 41
23 94 25
77 94 19
26 82 10
19 85 25
3 80 42
17 92 37
40 61 32
39 93 2
54 97 22
71 80 12
9 34 37
33 37 28
3 87 16
4 72 47
22 69 14
12 83 44
21 100 41
9 36 40
16 92 35
7 57 20
26 64 39
65 81 25
31 94 11
14 25 12
7 27 25
10 17 19
22 89 13
23 48 4
3 93 36
15 35 5
16 78 2
40 66 28
10 69 30
10 27 39
2 10 14
6 45 9
68 88 25
62 77 6
94 98 34
45 71 39
17 66 45
2 45 7
8 39 26
6 79 49
15 78 14
34 47 38
40 44 28
61 86 50
3 69 9
86 89 48
1 37 6
15 80 46
68 83 37
43 68 43
65 90 25
57 80 14
27 40 21
33 68 8
19 73 16
54 83 2
17 52 1
13 74 18
21 96 9
72 77 14
43 46 48
46 63 8
8 38 46
7 42 16
25 29 1
14 80 36
43 51 14
14 43 35
12 96 3
45 95 48
11 30 5
12 19 46
54 65 26
54 84 23
40 72 50
76 95 43
68 99 5
88 93 37
29 90 16
27 63 2
30 99 15
31 33 42
22 64 22
45 46 34
15 57 42
69 83 41
16 27 23
2 31 38
13 100 21
29 100 9
9 42 5
26 97 36
14 39 1
81 86 15
86 94 17
19 68 49
74 93 43
22 34 9
11 100 2
97 99 22
79 92 12
38 49 33
12 61 5
74 80 27
7 24 15
38 91 35
76 92 38
75 77 12
36 88 4
9 47 29
29 81 21
30 95 24
53 98 3
24 29 34
33 77 5
39 98 13
81 87 10
94 95 36
1 13 16
9 29 26
42 97 21
45 82 39
37 85 49
15 68 24
44 89 18
79 81 37
62 71 2
17 63 33
43 80 5
14 100 9
96 98 23
89 99 23
14 60 6
55 74 10
22 29 17
5 62 17
24 90 13
26 44 30
12 63 37
28 69 46
1 4 43
45 99 16
17 84 15
2 37 3
29 43 17
5 89 2
5 8 33
49 82 37
24 98 47
58 91 10
39 53 42
29 32 45
72 90 36
16 70 3
84 99 49
3 34 16
30 52 29
11 42 43
11 73 11
29 98 5
38 85 21
33 63 37
29 38 33
7 55 15
22 95 45
25 91 45
70 80 10
73 97 20
86 96 43
29 96 22
64 68 36
22 25 43
41 93 47
19 62 33
39 83 47
57 62 18
5 82 39
15 27 40
5 95 45
55 85 31
47 94 10
91 93 49
53 57 26
37 76 1
9 92 36
38 52 19
50 68 44
42 55 15
17 97 35
1 25 49
2 73 40
23 81 16
21 53 32
7 35 42
12 46 25
41 66 36
44 97 42
57 61 6
95 97 40
13 72 14
31 51 20
79 84 40
40 52 22
88 98 20
92 98 13
3 92 16
33 66 41
33 39 30
42 69 40
50 55 24
19 53 26
5 52 14
4 92 49
36 69 35
9 55 34
12 76 3
76 99 9
21 74 31
17 70 25
24 80 14
91 92 22
20 34 47
54 68 23
11 98 13
31 99 2
35 48 33
51 65 8
45 98 4
23 64 39
22 61 24
49 93 25
3 32 11
32 81 40
9 30 26
23 42 22
33 59 31
20 75 40
14 15 23
18 71 7
40 81 4
45 89 2
24 65 18
30 76 48
70 83 45
34 69 43
76 80 12
6 61 29
32 33 23
2 23 8
44 100 39
3 47 15
62 92 13
57 84 35
64 72 28
19 33 50
76 77 11
33 84 14
35 62 31
14 79 48
35 97 15
39 82 21
1 44 44
8 40 50
18 35 11
8 79 6
21 97 9
4 62 9
12 37 25
33 46 34
8 64 3
13 37 38
34 63 22
41 79 46
35 85 3
14 52 47
28 72 44
18 43 50
17 76 27
30 79 44
20 90 46
12 42 48
17 48 4
10 60 21
9 25 45
29 60 15
40 71 12
70 84 1
34 61 10
25 55 6
59 79 47
32 96 49
61 73 37
42 84 46
36 47 4
6 59 38
14 31 31
62 100 10
40 62 34
58 100 45
44 84 50
22 100 45
1 6 48
8 70 21
94 97 1
3 19 27
17 44 2
8 17 34
43 86 18
50 79 10
19 64 14
32 39 33
42 87 14
55 90 23
7 61 12
18 19 42
19 99 6
47 72 10
7 38 5
6 52 7
72 91 15
21 23 20
46 86 9
32 34 20
38 98 10
19 72 29
21 30 37
12 73 17
36 94 38
76 82 21
32 90 44
24 32 35
32 94 22
62 96 4
28 58 40
40 78 13
30 83 47
70 91 10
28 95 19
55 78 2
31 97 29
17 72 11
10 51 46
46 56 20
6 35 42
56 63 14
4 61 49
17 96 46
9 66 8
32 70 1
36 68 26
38 87 49
37 59 47
21 56 4
20 50 41
62 87 43
32 95 16
6 62 14
33 62 9
74 84 40
9 53 44
48 82 22
15 89 48
24 69 22
48 78 5
48 51 19
7 20 24
62 63 4
28 45 48
42 83 38
10 48 18
59 72 4
18 76 38
42 77 43
42 92 15
5 50 19
3 96 44
6 87 38
67 97 16
44 63 15
18 37 2
23 79 32
3 14 35
56 64 42
7 13 44
30 39 1
10 92 41
18 23 29
37 45 17
60 84 38
5 18 43
60 74 22
55 97 8
38 39 40
24 68 32
57 66 48
64 99 12
13 60 28
40 70 29
2 12 23
1 99 9
31 88 47
5 63 43
15 38 30
61 82 13
66 72 40
48 59 43
14 21 19
46 95 43
35 41 25
48 68 7
1 87 48
55 66 11
22 38 41
51 85 47
31 47 5
28 96 24
22 84 17
17 40 35
45 81 44
77 83 30
64 93 14
18 93 23
55 76 18
14 32 4
2 29 2
2 35 42
75 84 19
79 83 34
29 56 32
44 73 18
28 65 44
5 44 39
13 41 6
68 86 44
26 58 26
7 82 40
33 36 10
3 71 43
25 45 24
72 97 27
39 64 25
2 22 42
2 18 25
6 41 46
67 84 3
89 91 9
8 97 47
22 54 45
11 78 25
12 26 4
9 16 3
15 75 17
45 92 32
5 27 13
46 94 23
50 88 28
20 39 35
24 91 16
39 89 14
81 96 44
33 71 11
23 59 9
58 88 10
35 89 44
16 85 18
59 62 22
78 89 38
10 46 8
70 82 4
6 20 6
40 63 5
52 87 10
49 61 41
33 40 21
74 87 18
97 98 21
78 79 48
20 98 6
2 88 32
64 71 12
54 79 50
9 41 31
36 40 8
35 36 31
7 90 18
80 98 39
31 34 5
57 78 1
19 49 33
30 59 10
71 83 40
19 30 15
13 63 47
8 86 34
51 56 11
29 66 48
37 39 30
60 72 3
5 84 5
9 22 40
45 74 24
22 65 20
47 83 38
27 90 16
23 52 20
7 96 42
39 57 4
43 87 22
75 82 26
25 26 30
4 47 30
11 32 2
15 22 20
20 31 16
53 82 4
53 62 38
26 55 31
65 83 23
57 99 35
13 28 17
4 55 45
32 60 48
48 95 36
3 70 12
46 50 28
37 69 6
45 64 27
53 78 18
65 75 45
45 87 46
82 87 38
55 63 43
25 88 21
28 80 38
15 76 33
4 87 18
10 31 48
5 83 45
2 56 43
32 41 31
39 42 9
3 82 48
58 61 16
12 92 23
51 89 32
28 87 3
47 50 10
13 27 6
22 36 14
28 66 50
17 18 39
53 75 30
39 96 15
38 94 20
23 84 36
26 38 27
30 77 7
6 34 5
7 50 8
66 84 44
20 87 5
6 44 47
6 37 46
40 49 15
20 53 41
24 78 24
20 78 45
14 41 3
21 29 25
15 44 24
61 94 11
23 40 28
5 39 2
6 69 15
45 49 23
59 60 25
13 24 34
40 75 47
59 65 34
14 77 30
55 86 3
89 94 31
17 31 4
12 18 39
18 92 7
6 47 22
84 94 32
67 98 4
16 97 11
22 47 37
25 74 45
36 64 10
7 87 28
12 81 38
18 91 26
30 87 37
33 43 43
69 91 50
44 88 2
15 52 23
5 23 38
77 95 19
32 38 24
21 64 6
69 74 35
46 59 37
6 94 48
37 49 3
27 68 41
68 95 7
37 83 7
36 38 11
18 68 48
31 90 13
29 62 22
39 54 30
3 84 49
24 50 45
10 28 32
53 56 19
8 98 27
54 87 25
7 58 29
50 57 10
8 63 32
53 88 43
46 77 6
39 73 50
29 44 30
36 60 2
10 95 37
16 34 26
14 91 15
31 95 47
10 37 27
35 38 44
9 27 29
31 36 31
67 68 42
15 96 19
30 78 43
5 25 3
98 99 31
13 83 9
8 29 27
45 93 5
6 22 36
22 53 31
73 84 11
25 60 18
50 93 37
61 72 24
2 99 13
13 75 43
73 92 7
11 35 30
31 74 49
74 85 22
21 63 49
55 72 38
45 54 20
14 18 22
24 75 50
44 64 8
19 24 48
56 68 50
12 79 34
3 81 18
82 90 31
8 23 4
78 94 5
4 30 17
27 83 49
64 94 1
6 31 9
65 95 26
9 52 12
83 93 38
13 51 12
13 71 12
11 12 29
67 82 4
14 37 43
14 51 36
11 66 17
85 90 50
22 96 20
5 71 41
30 32 37
51 52 46
8 62 43
58 64 5
55 94 34
71 88 42
34 89 38
35 64 26
27 61 25
18 69 16
1 41 30
85 87 28
54 59 15
28 76 15
66 75 8
28 48 5
50 99 17
45 58 10
3 23 50
49 100 9
63 79 41
12 13 36
15 20 2
9 59 34
38 69 41
87 94 31
65 67 17
69 90 7
26 92 10
82 85 34
14 84 19
40 58 31
40 87 41
24 86 14
65 94 47
20 96 6
23 83 44
31 76 39
21 31 41
81 98 48
52 99 35
7 68 47
18 65 20
49 80 4
37 71 22
76 94 20
18 39 50
20 99 32
31 72 6
39 75 20
10 88 14
20 82 10
54 75 41
11 68 34
53 84 9
60 96 7
64 95 45
36 42 46
25 34 14
85 99 8
32 87 20
46 65 30
40 95 29
69 72 6
25 44 7
90 93 26
3 28 23
41 45 19
41 89 20
55 93 25
49 73 19
17 87 31
4 15 22
24 59 15
26 95 41
13 76 50
18 61 36
58 62 36
22 44 14
80 90 49
67 80 49
60 73 47
21 41 32
37 91 14
35 84 16
3 15 5
74 99 2
64 65 4
34 58 11
51 58 4
26 74 35
40 42 33
54 95 18
38 66 1
42 89 50
40 73 30
14 76 26
27 47 22
21 89 37
84 88 8
40 60 44
36 95 16
38 93 8
3 7 13
31 58 10
47 57 44
22 76 7
63 64 8
27 93 25
52 86 33
52 100 37
9 79 16
31 73 46
80 84 5
39 49 14
75 94 44
19 70 5
33 91 14
6 71 2
16 83 22
42 95 25
16 64 10
9 40 9
3 12 42
5 37 29
39 52 24
12 36 6
23 70 8
